,GEO,AGE,UNIT,SEX,INDIC_EM,Value,DATE
14908,Norway,From 15 to 24 years,Thousand persons,Females,Active population,177.0,2016-01-01
14909,Norway,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),161.0,2016-01-01
14910,Norway,From 15 to 24 years,Percentage of total population,Total,Active population,54.6,2016-01-01
14911,Norway,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),48.5,2016-01-01
14912,Norway,From 15 to 24 years,Percentage of total population,Males,Active population,54.0,2016-01-01
14913,Norway,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),47.0,2016-01-01
14914,Norway,From 15 to 24 years,Percentage of total population,Females,Active population,55.2,2016-01-01
14915,Norway,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),50.1,2016-01-01
14916,Norway,From 25 to 54 years,Thousand persons,Total,Active population,1861.0,2016-01-01
14917,Norway,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),1781.0,2016-01-01
14918,Norway,From 25 to 54 years,Thousand persons,Males,Active population,983.0,2016-01-01
14919,Norway,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),935.0,2016-01-01
14920,Norway,From 25 to 54 years,Thousand persons,Females,Active population,878.0,2016-01-01
14921,Norway,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),846.0,2016-01-01
14922,Norway,From 25 to 54 years,Percentage of total population,Total,Active population,86.4,2016-01-01
14923,Norway,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),82.7,2016-01-01
14924,Norway,From 25 to 54 years,Percentage of total population,Males,Active population,88.8,2016-01-01
14925,Norway,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),84.4,2016-01-01
14926,Norway,From 25 to 54 years,Percentage of total population,Females,Active population,83.8,2016-01-01
14927,Norway,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),80.8,2016-01-01
14928,Norway,From 55 to 64 years,Thousand persons,Total,Active population,453.0,2016-01-01
14929,Norway,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),444.0,2016-01-01
14930,Norway,From 55 to 64 years,Thousand persons,Males,Active population,240.0,2016-01-01
14931,Norway,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),234.0,2016-01-01
14932,Norway,From 55 to 64 years,Thousand persons,Females,Active population,213.0,2016-01-01
14933,Norway,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),210.0,2016-01-01
14934,Norway,From 55 to 64 years,Percentage of total population,Total,Active population,74.1,2016-01-01
14935,Norway,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),72.6,2016-01-01
14936,Norway,From 55 to 64 years,Percentage of total population,Males,Active population,77.7,2016-01-01
14937,Norway,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),75.7,2016-01-01
14938,Norway,From 55 to 64 years,Percentage of total population,Females,Active population,70.3,2016-01-01
14939,Norway,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),69.5,2016-01-01
14940,Switzerland,From 15 to 24 years,Thousand persons,Total,Active population,623.0,2016-01-01
14941,Switzerland,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),571.0,2016-01-01
14942,Switzerland,From 15 to 24 years,Thousand persons,Males,Active population,315.0,2016-01-01
14943,Switzerland,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),288.0,2016-01-01
14944,Switzerland,From 15 to 24 years,Thousand persons,Females,Active population,308.0,2016-01-01
14945,Switzerland,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),283.0,2016-01-01
14946,Switzerland,From 15 to 24 years,Percentage of total population,Total,Active population,67.9,2016-01-01
14947,Switzerland,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),62.2,2016-01-01
14948,Switzerland,From 15 to 24 years,Percentage of total population,Males,Active population,67.1,2016-01-01
14949,Switzerland,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),61.3,2016-01-01
14950,Switzerland,From 15 to 24 years,Percentage of total population,Females,Active population,68.6,2016-01-01
14951,Switzerland,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),63.1,2016-01-01
14952,Switzerland,From 25 to 54 years,Thousand persons,Total,Active population,3300.0,2016-01-01
14953,Switzerland,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3155.0,2016-01-01
14954,Switzerland,From 25 to 54 years,Thousand persons,Males,Active population,1751.0,2016-01-01
14955,Switzerland,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1680.0,2016-01-01
14956,Switzerland,From 25 to 54 years,Thousand persons,Females,Active population,1549.0,2016-01-01
14957,Switzerland,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1475.0,2016-01-01
14958,Switzerland,From 25 to 54 years,Percentage of total population,Total,Active population,91.6,2016-01-01
14959,Switzerland,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),87.6,2016-01-01
14960,Switzerland,From 25 to 54 years,Percentage of total population,Males,Active population,96.3,2016-01-01
14961,Switzerland,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),92.4,2016-01-01
14962,Switzerland,From 25 to 54 years,Percentage of total population,Females,Active population,86.8,2016-01-01
14963,Switzerland,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),82.7,2016-01-01
14964,Switzerland,From 55 to 64 years,Thousand persons,Total,Active population,794.0,2016-01-01
14965,Switzerland,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),765.0,2016-01-01
14966,Switzerland,From 55 to 64 years,Thousand persons,Males,Active population,431.0,2016-01-01
14967,Switzerland,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),414.0,2016-01-01
14968,Switzerland,From 55 to 64 years,Thousand persons,Females,Active population,363.0,2016-01-01
14969,Switzerland,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),351.0,2016-01-01
14970,Switzerland,From 55 to 64 years,Percentage of total population,Total,Active population,76.7,2016-01-01
14971,Switzerland,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),73.9,2016-01-01
14972,Switzerland,From 55 to 64 years,Percentage of total population,Males,Active population,83.1,2016-01-01
14973,Switzerland,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),79.9,2016-01-01
14974,Switzerland,From 55 to 64 years,Percentage of total population,Females,Active population,70.2,2016-01-01
14975,Switzerland,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),67.9,2016-01-01
14976,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Thousand persons,Total,Active population,86.0,2016-01-01
14977,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),44.0,2016-01-01
14978,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Thousand persons,Males,Active population,55.0,2016-01-01
14979,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),29.0,2016-01-01
14980,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Thousand persons,Females,Active population,31.0,2016-01-01
14981,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),16.0,2016-01-01
14982,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Percentage of total population,Total,Active population,31.3,2016-01-01
14983,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),16.2,2016-01-01
14984,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Percentage of total population,Males,Active population,39.2,2016-01-01
14985,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),20.4,2016-01-01
14986,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Percentage of total population,Females,Active population,23.0,2016-01-01
14987,"Former Yugoslav Republic of Macedonia, the",From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),11.8,2016-01-01
14988,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Thousand persons,Total,Active population,724.0,2016-01-01
14989,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),563.0,2016-01-01
14990,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Thousand persons,Males,Active population,431.0,2016-01-01
14991,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),333.0,2016-01-01
14992,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Thousand persons,Females,Active population,292.0,2016-01-01
14993,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),230.0,2016-01-01
14994,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Percentage of total population,Total,Active population,78.7,2016-01-01
14995,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),61.2,2016-01-01
14996,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Percentage of total population,Males,Active population,92.1,2016-01-01
14997,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),71.2,2016-01-01
14998,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Percentage of total population,Females,Active population,64.8,2016-01-01
14999,"Former Yugoslav Republic of Macedonia, the",From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),50.9,2016-01-01
15000,"Former Yugoslav Republic of Macedonia, the",From 55 to 64 years,Thousand persons,Total,Active population,129.0,2016-01-01
